Transaction Size (bytes),Number of Transactions,Architecture,Mechanism,Memory Type,Pattern,RISC-V Processor,Run Host ID,Master Grid Dimensions,Subordinate Grid Dimensions,Number of Cores,Total Bytes,Latency (cycles),Combined Bandwidth (bytes/cycle)
128,16,wormhole_b0,unicast,l1,all_from_all,riscv_1,272384,8x8,4x4,64,131072,28194.0,4.648932396963893
256,16,wormhole_b0,unicast,l1,all_from_all,riscv_1,273408,8x8,4x4,64,262144,44619.0,5.875165288330083
512,16,wormhole_b0,unicast,l1,all_from_all,riscv_1,274432,8x8,4x4,64,524288,86833.0,6.0378888210703305
1024,16,wormhole_b0,unicast,l1,all_from_all,riscv_1,275456,8x8,4x4,64,1048576,189344.0,5.537941524421159
2048,16,wormhole_b0,unicast,l1,all_from_all,riscv_1,276480,8x8,4x4,64,2097152,439525.0,4.771405494568
4096,16,wormhole_b0,unicast,l1,all_from_all,riscv_1,277504,8x8,4x4,64,4194304,768650.0,5.456715019839979
8192,16,wormhole_b0,unicast,l1,all_from_all,riscv_1,278528,8x8,4x4,64,8388608,1925010.0,4.357695804177641
16384,16,wormhole_b0,unicast,l1,all_from_all,riscv_1,279552,8x8,4x4,64,16777216,3162737.0,5.304651003229165
32768,16,wormhole_b0,unicast,l1,all_from_all,riscv_1,280576,8x8,4x4,64,33554432,6040099.0,5.55527848136264
65536,16,wormhole_b0,unicast,l1,all_from_all,riscv_1,281600,8x8,4x4,64,67108864,11184816.0,5.999997138978415
32,256,wormhole_b0,unicast,l1,all_from_all,riscv_1,282624,8x8,4x4,64,524288,424110.0,1.2362075876541463
64,256,wormhole_b0,unicast,l1,all_from_all,riscv_1,283648,8x8,4x4,64,1048576,415310.0,2.524803159085984
128,256,wormhole_b0,unicast,l1,all_from_all,riscv_1,284672,8x8,4x4,64,2097152,462972.0,4.52975989908677
256,256,wormhole_b0,unicast,l1,all_from_all,riscv_1,285696,8x8,4x4,64,4194304,725380.0,5.782216217706582
512,256,wormhole_b0,unicast,l1,all_from_all,riscv_1,286720,8x8,4x4,64,8388608,1353611.0,6.19720732174901
1024,256,wormhole_b0,unicast,l1,all_from_all,riscv_1,287744,8x8,4x4,64,16777216,2614197.0,6.417732098996365
2048,256,wormhole_b0,unicast,l1,all_from_all,riscv_1,288768,8x8,4x4,64,33554432,5329281.0,6.296239961825995
4096,256,wormhole_b0,unicast,l1,all_from_all,riscv_1,289792,8x8,4x4,64,67108864,11193441.0,5.995373897981863
8192,256,wormhole_b0,unicast,l1,all_from_all,riscv_1,290816,8x8,4x4,64,134217728,21042741.0,6.378338639438655
16384,256,wormhole_b0,unicast,l1,all_from_all,riscv_1,291840,8x8,4x4,64,268435456,42640698.0,6.295287567759796
32768,256,wormhole_b0,unicast,l1,all_from_all,riscv_1,292864,8x8,4x4,64,536870912,89135686.0,6.0230748883225065
65536,256,wormhole_b0,unicast,l1,all_from_all,riscv_1,293888,8x8,4x4,64,1073741824,177685028.0,6.042950473013405
32,1,wormhole_b0,unicast,l1,all_from_all,riscv_1,294912,4x4,8x8,16,512,3286.0,0.15581253804017042
64,1,wormhole_b0,unicast,l1,all_from_all,riscv_1,295936,4x4,8x8,16,1024,3287.0,0.3115302707636142
128,1,wormhole_b0,unicast,l1,all_from_all,riscv_1,296960,4x4,8x8,16,2048,3367.0,0.6082566082566082
256,1,wormhole_b0,unicast,l1,all_from_all,riscv_1,297984,4x4,8x8,16,4096,3763.0,1.0884932234918947
512,1,wormhole_b0,unicast,l1,all_from_all,riscv_1,299008,4x4,8x8,16,8192,4902.0,1.671154630762954
1024,1,wormhole_b0,unicast,l1,all_from_all,riscv_1,300032,4x4,8x8,16,16384,8128.0,2.015748031496063
2048,1,wormhole_b0,unicast,l1,all_from_all,riscv_1,301056,4x4,8x8,16,32768,18010.0,1.8194336479733482
4096,1,wormhole_b0,unicast,l1,all_from_all,riscv_1,302080,4x4,8x8,16,65536,37584.0,1.7437207322264794
8192,1,wormhole_b0,unicast,l1,all_from_all,riscv_1,303104,4x4,8x8,16,131072,102964.0,1.2729886173808322
16384,1,wormhole_b0,unicast,l1,all_from_all,riscv_1,304128,4x4,8x8,16,262144,241425.0,1.0858196127161643
32768,1,wormhole_b0,unicast,l1,all_from_all,riscv_1,305152,4x4,8x8,16,524288,469132.0,1.1175703213594468
65536,1,wormhole_b0,unicast,l1,all_from_all,riscv_1,306176,4x4,8x8,16,1048576,783177.0,1.3388748648134456
32,16,wormhole_b0,unicast,l1,all_from_all,riscv_1,307200,4x4,8x8,16,8192,37901.0,0.21614205429935884
64,16,wormhole_b0,unicast,l1,all_from_all,riscv_1,308224,4x4,8x8,16,16384,38088.0,0.43016173072883845
128,16,wormhole_b0,unicast,l1,all_from_all,riscv_1,309248,4x4,8x8,16,32768,40738.0,0.8043595660071677
256,16,wormhole_b0,unicast,l1,all_from_all,riscv_1,310272,4x4,8x8,16,65536,61359.0,1.0680747730569273
512,16,wormhole_b0,unicast,l1,all_from_all,riscv_1,311296,4x4,8x8,16,131072,102852.0,1.2743748298526036
1024,16,wormhole_b0,unicast,l1,all_from_all,riscv_1,312320,4x4,8x8,16,262144,219971.0,1.1917207268230812
2048,16,wormhole_b0,unicast,l1,all_from_all,riscv_1,313344,4x4,8x8,16,524288,438746.0,1.1949692988654028
4096,16,wormhole_b0,unicast,l1,all_from_all,riscv_1,314368,4x4,8x8,12,786432,888570.0,0.88505351294777
8192,16,wormhole_b0,unicast,l1,all_from_all,riscv_1,315392,4x4,8x8,12,1572864,1905901.0,0.8252600738443392
16384,16,wormhole_b0,unicast,l1,all_from_all,riscv_1,316416,4x4,8x8,12,3145728,4117042.0,0.7640747896183716
32768,16,wormhole_b0,unicast,l1,all_from_all,riscv_1,317440,4x4,8x8,12,6291456,7583590.0,0.8296144701915583
65536,16,wormhole_b0,unicast,l1,all_from_all,riscv_1,318464,4x4,8x8,12,12582912,13905577.0,0.9048824079719957
32,256,wormhole_b0,unicast,l1,all_from_all,riscv_1,319488,4x4,8x8,12,98304,604469.0,0.16262868732722438
64,256,wormhole_b0,unicast,l1,all_from_all,riscv_1,320512,4x4,8x8,12,196608,619302.0,0.31746708391059614
128,256,wormhole_b0,unicast,l1,all_from_all,riscv_1,321536,4x4,8x8,12,393216,683554.0,0.5752522843842622
256,256,wormhole_b0,unicast,l1,all_from_all,riscv_1,322560,4x4,8x8,12,786432,1013908.0,0.7756443385395914
512,256,wormhole_b0,unicast,l1,all_from_all,riscv_1,323584,4x4,8x8,12,1572864,1821907.0,0.8633064146523396
1024,256,wormhole_b0,unicast,l1,all_from_all,riscv_1,324608,4x4,8x8,12,3145728,3311456.0,0.9499531323985582
2048,256,wormhole_b0,unicast,l1,all_from_all,riscv_1,325632,4x4,8x8,12,6291456,6549157.0,0.9606512716064067
4096,256,wormhole_b0,unicast,l1,all_from_all,riscv_1,326656,4x4,8x8,12,12582912,12744531.0,0.9873185604083823
8192,256,wormhole_b0,unicast,l1,all_from_all,riscv_1,327680,4x4,8x8,12,25165824,25415423.0,0.9901792309339097
16384,256,wormhole_b0,unicast,l1,all_from_all,riscv_1,328704,4x4,8x8,12,50331648,49203788.0,1.0229222189153404
32768,256,wormhole_b0,unicast,l1,all_from_all,riscv_1,329728,4x4,8x8,12,100663296,99167353.0,1.0150850350921437
65536,256,wormhole_b0,unicast,l1,all_from_all,riscv_1,330752,4x4,8x8,12,201326592,192096167.0,1.048051062882478
